0	0	0	60	102	33810	7974
1	0	0	2	50	228	3456
1	0	0	12	62	1912	5796
2	0	0	4	64	1480	6500
2	0	0	12	72	1368	8608
3	0	0	10	150	1140	18024
3	0	0	12	98	3148	12916
4	0	0	2	82	228	9328
4	0	0	6	104	684	8032
5	10240	0	8	110	2128	11372
5	10240	10	3394	3718	4635502	4604234
6	10240	10	8770	8840	11607492	11480064
6	10240	9	8870	8926	11616844	11500288
7	10240	9	9042	8616	11625444	11468638
7	10240	9	8968	8864	11621456	11480944
8	10240	9	9234	8774	11639940	11476264
8	10240	9	9436	8544	11651352	11459528
9	10240	9	8954	9096	11619540	11496412
9	10240	9	9240	8856	11640400	11480184
10	20480	9	8886	8486	11615436	11456108
10	20480	9	10274	10804	13912356	13789904
11	20480	10	18328	17024	23268624	22918398
11	20480	11	18160	16642	23255616	22889848
12	20480	11	18750	16522	23294972	22881716
12	20480	11	19146	16840	23322164	22903364
13	20480	11	18370	16852	23269476	22904252
13	20480	11	18016	17104	23246112	22920254
14	20480	12	18702	16764	23293116	22898622
14	20480	12	18176	16972	23256672	22917344
15	30720	12	18844	16956	23300760	22925284
15	30720	13	17514	16448	23214388	22880898
16	30720	13	25734	26140	34784396	34414812
16	30720	13	26992	25044	34866876	34343744
17	30720	14	26512	24764	34836992	34324558
17	30720	14	26496	24776	34834146	34325064
18	30720	14	27624	24778	34909136	34325702
18	30720	14	26350	24646	34825930	34330358
19	30720	14	26350	24714	34824636	34320944
19	30720	14	26958	24754	34864560	34326256
20	40960	15	26524	24770	34836536	34322432
20	40960	15	25194	23262	32543878	32044578
21	40960	15	34700	35142	46404236	45903120
21	40960	15	36168	34016	46501104	45827904
22	40960	15	35528	33670	46460964	45807752
22	40960	15	34698	34460	46404084	45861508
23	40960	15	36248	34622	46506384	45868688
23	40960	16	36366	33082	46515996	45768318
24	40960	16	36222	33910	46504668	45823348
24	40960	16	36626	34630	46531748	45868874
25	51200	16	36678	33084	46538860	45766650
25	51200	16	33848	30250	43237694	41795190
26	51200	16	44506	40848	58623928	57413008
26	51200	17	45044	40900	57561392	56918764
27	51200	17	43600	42238	57951360	57272926
27	51200	17	42388	42276	58275438	57246868
28	51200	18	42614	40836	58227046	57190086
28	51200	18	42116	41434	56992966	57129182
29	51200	18	42252	40854	58235576	57327256
29	51200	18	42274	40930	57829654	57140728
30	61440	19	42726	41040	57962550	57079262
30	61440	19	36680	35518	49851024	49831640
31	61440	19	51042	48822	69541540	68595646
31	61440	20	50458	48794	69501204	68595792
32	61440	20	50674	49520	69515460	68643718
32	61440	21	50350	50614	69496444	68715766
33	61440	21	50826	48868	69525492	68599102
33	61440	21	50636	50588	69512448	68711444
34	61440	21	50550	48796	69508844	68595612
34	61440	22	50722	49004	69518628	68607338
35	71680	22	50748	48912	69520760	68601692
35	71680	23	39150	37022	53979968	52012604
36	71680	23	59018	56710	81327746	79736490
36	71680	23	58936	59086	80767366	81177730
37	71680	23	58866	58824	81031254	79534424
37	71680	23	59274	56784	81401906	80092760
38	71680	23	58756	60164	80139930	80236884
38	71680	24	59396	58194	81714658	80297232
39	71680	24	58572	61002	80946030	79522042
39	71680	24	58606	57130	80185308	79826714
40	81920	24	59944	57532	81904334	80469892
40	81920	24	50782	50138	69669358	68076298
41	81920	24	68668	66300	92920820	92945768
41	81920	24	67878	65218	92712588	91090178
42	81920	25	67782	66638	92482186	90507256
42	81920	24	67750	67350	92186160	92572022
43	81920	25	68356	65228	93241284	91108658
43	81920	25	67774	68170	92758130	91864502
44	81920	25	68138	65954	92802698	92258672
44	81920	25	67954	65518	92650496	90989332
45	92160	25	68396	67872	92830636	90956000
45	92160	25	59424	56556	80902486	79640128
46	92160	25	76488	75862	104338994	103273124
46	92160	26	76656	75924	104360110	103452412
47	92160	26	76782	75462	104281602	103068378
47	92160	26	76338	75344	104298358	103772400
48	92160	26	76834	72750	104292540	102287476
48	92160	26	75986	74068	103751656	102926088
49	92160	26	76762	75872	104875860	103731400
49	92160	27	76774	73078	104368656	102433440
50	102400	27	76182	73732	104437450	102659036
50	102400	27	59154	59418	82539544	77397938
51	102400	28	82594	109714	117420592	120744442
51	102400	29	80634	92884	114184346	106072858
52	102400	30	81020	105252	115565346	119514004
52	102400	31	80890	112178	115464106	118550964
53	102400	32	81550	106250	116023536	114562814
53	102400	32	82616	90526	115401978	112517236
54	102400	34	77222	71242	107493796	101217542
54	102400	37	81346	100300	117551364	109132970
55	112640	39	68264	97442	97411282	114755840
55	112640	41	68264	97442	97411282	114755840
56	112640	45	82306	105680	119054522	117338876
56	112640	49	83506	89246	121877832	85646356
57	112640	54	80890	97204	117706052	106121730
57	112640	62	79838	99392	115290660	107583032
