0	0	0	52	96	32482	7714
1	0	0	2	72	228	11370
1	0	0	2	74	228	8672
2	0	0	4	52	2856	4748
2	0	0	2	50	228	5442
3	0	0	2	64	228	7180
3	0	0	4	62	1800	6882
4	0	0	2	54	228	7078
4	0	0	4	68	456	7926
5	10240	0	4	54	1928	6868
5	10240	10	3304	3658	4629562	4600728
6	10240	9	9100	8476	11629176	11455204
6	10240	9	8900	8542	11615976	11460242
7	10240	9	8804	8436	11612328	11453076
7	10240	9	9440	8438	11651616	11452894
8	10240	9	9092	8548	11628668	11460326
8	10240	9	9240	8708	11640464	11472006
9	10240	9	8914	8378	11616900	11449072
9	10240	9	9014	8488	11623500	11457050
10	20480	9	9074	8790	11628740	11475924
10	20480	10	10616	9992	13934928	13735396
11	20480	10	18680	16572	23289936	22885422
11	20480	10	18650	16942	23290036	22910248
12	20480	11	17788	16662	23231064	22892684
12	20480	11	18230	16522	23260236	22881946
13	20480	11	18012	16814	23247864	22902248
13	20480	11	17804	16492	23232120	22880408
14	20480	12	17994	16826	23244660	22906034
14	20480	12	18348	16592	23269336	22888908
15	30720	12	17426	16628	23207172	22890032
15	30720	12	17660	16574	23222616	22885192
16	30720	13	26456	24108	34834212	33518974
16	30720	13	26598	25390	34840344	35123100
17	30720	14	26090	24956	34808232	34196104
17	30720	14	27142	24648	34878212	34000756
18	30720	14	26464	25218	34832052	34813164
18	30720	14	27036	24662	34870572	34233996
19	30720	14	26782	24572	34854544	33869406
19	30720	14	27832	25238	34922568	34878896
20	40960	15	26914	24860	34862148	34328786
20	40960	15	25392	23110	32557792	32039744
21	40960	16	36158	32764	46500464	45745392
21	40960	16	35118	32802	46431804	45746966
22	40960	16	36258	32936	46508676	45756730
22	40960	17	36386	33032	46515492	45764280
23	40960	17	34940	32708	46420056	45742786
23	40960	17	36698	33108	46537684	45768780
24	40960	17	35412	32814	46451208	45749272
24	40960	17	35658	33176	46467444	45779284
25	51200	17	35168	33034	46436896	45766986
25	51200	18	32970	29676	41878740	41182660
26	51200	18	45010	41004	58114308	57185060
26	51200	18	46298	40916	58200308	57178952
27	51200	19	44674	41102	58091076	57191944
27	51200	19	46170	41082	58190100	57190888
28	51200	19	45416	40934	58142032	57179464
28	51200	20	44172	41030	58057848	57186920
29	51200	20	45892	41062	58188794	57188758
29	51200	20	45458	41034	58127058	57185932
30	61440	20	46064	40928	58182720	57178816
30	61440	20	39208	36022	51113156	50317466
31	61440	21	55952	49152	69865184	68616580
31	61440	21	55432	49160	69829488	68619100
32	61440	21	54196	49056	69748104	68613192
32	61440	22	56824	49102	69923280	68613892
33	61440	22	54770	49106	69786404	68614836
33	61440	22	53478	49768	69700812	68658552
34	61440	23	53966	49200	69734812	68622710
34	61440	23	54586	49182	69774036	68619300
35	71680	23	53668	49540	69713256	68642760
35	71680	24	42488	37208	53821408	51902326
36	71680	24	62676	56864	81305722	79356108
36	71680	24	62838	56838	81152408	79497748
37	71680	24	63772	58144	81589888	81305820
37	71680	25	61192	56722	81100128	79234754
38	71680	25	63018	56934	81308594	79563106
38	71680	25	62918	58266	81711652	81503774
39	71680	25	63200	57006	80797776	79400532
39	71680	26	63192	57982	81650526	79562340
40	81920	26	63668	58122	81719370	81255132
40	81920	26	52308	47134	66487562	65335760
41	81920	26	72540	66726	92599456	91491648
41	81920	26	75136	65662	93558536	90709562
42	81920	26	71888	66198	92391588	91286754
42	81920	26	73418	66582	93533830	92278068
43	81920	26	73330	66252	93236650	91040936
43	81920	26	74214	65774	93090908	92752584
44	81920	26	73888	65754	93137142	91189364
44	81920	26	73106	65954	93026692	90747996
45	92160	26	76818	66610	93339038	91773454
45	92160	26	57602	53542	74882238	74483000
46	92160	27	79486	73280	104417690	102167620
46	92160	28	76568	74778	103769730	96914292
47	92160	29	74974	87976	105169272	109912400
47	92160	30	73978	75584	104060364	97834404
48	92160	31	74748	76248	104273508	107049530
48	92160	32	75416	74040	104167924	103866256
49	92160	32	77572	73304	104355960	103435244
49	92160	32	77344	73300	104429694	103515620
